ranking,name,highSchool,position,height,weight,stars,rating,college
NA,Brandon Hudgins,Eufaula  (Eufaula	 AL),ILB,6-0, 221 ,3,0.8114,Jacksonville State
NA,Patrick McMurtrie,St. Joseph Regional  (Montvale	 NJ),OT,6-5, 285 ,3,0.8114,Holy Cross
NA,Benjamin Blessing,John Carroll School (Bel Air	 MD),OT,6-7, 324 ,3,0.8114,Holy Cross
NA,Christian Harris,Baylor School (Chattanooga	 TN),WDE,6-3, 245 ,3,0.8114,Western Carolina
NA,Brandon Wharton II,Nolensville (Nolensville	 TN),DUAL,6-4, 180 ,3,0.8114,Murray State
NA,LaQuez Cain,Park Crossing (Montgomery	 AL),WR,6-2, 171 ,3,0.8114,uncommitted
NA,Tysheik Galloway,Belton Honea Path (Honea Path	 SC),DT,6-2, 295 ,3,0.8114,uncommitted
NA,Alex Brown,Klein Collins (Spring	 TX),WR,6-4, 185 ,3,0.8114,Wyoming
NA,Tyler King,Pine-Richland (Gibsonia	 PA),ILB,6-1, 225 ,3,0.8114,Navy
NA,Edgerrin Williams,Cedar Ridge (Austin	 TX),WDE,6-1, 193 ,3,0.8114,uncommitted
NA,Lama Lavea,Chapin (El Paso	 TX),DT,6-2, 280 ,3,0.8114,New Mexico State
NA,Kaghen Roach,Celina (Celina	 TX),WDE,6-4, 220 ,3,0.8114,uncommitted
NA,Ty Leonard,Butler Traditional (Louisville	 KY),CB,6-0, 170 ,3,0.8114,uncommitted
NA,Vashon Bailey,Somerset Academy Charter (Pembroke Pines	 FL),OT,6-7, 286 ,3,0.8114,Central Michigan
NA,Dashaun Davis,Deerfield Beach (Deerfield Beach	 FL),ATH,5-9, 160 ,3,0.8114,Appalachian State
NA,Sean Simms,South Oak Cliff (Dallas	 TX),ATH,6-1, 220 ,3,0.8114,Navy
NA,Deon Riley,St. Vincent Pallotti (Laurel	 MD),DT,6-3, 270 ,3,0.8114,uncommitted
NA,Solvauhn Moreland,Aliquippa (Aliquippa	 PA),DT,6-4, 305 ,3,0.8114,Ball State
NA,Kobe Myers,Waterford Mott (Walled Lake	 MI),ATH,6-1, 190 ,3,0.8114,uncommitted
NA,Wisdom Quarshie,St. Joseph (Hammonton	 NJ),OG,6-1, 298 ,3,0.8114,Temple
NA,Roderick Roberson Jr.,Royse City (Royse City	 TX),S,6-0, 165 ,3,0.8113,SMU
NA,John Brunner,Brock (Brock	 TX),OT,6-5, 300 ,3,0.8113,North Texas
,,,,,,0,,uncommitted
NA,Nicholas Ross,Kell (Marietta	 GA),S,5-11, 175 ,3,0.8113,Appalachian State
NA,Darrius Buchanan,Roosevelt (Washington	 DC),WR,6-2, 221 ,3,0.8111,uncommitted
NA,Tyus Gibson,Tampa Catholic (Tampa	 FL),DT,6-4, 310 ,3,0.8111,uncommitted
NA,Michael Martinez,Bayside (Virginia Beach	 VA),RB,5-11, 185 ,3,0.8111,uncommitted
NA,Benjamin Skinner,Riverbend (Fredericksburg	 VA),OLB,6-1, 195 ,3,0.8111,uncommitted
NA,Dontavius Smith,Jefferson (Tampa	 FL),ATH,5-7, 155 ,3,0.8111,uncommitted
NA,Willie Hepburn,Cardinal Gibbons (Fort Lauderdale	 FL),DT,6-4, 270 ,3,0.8111,uncommitted
NA,Niko Duffey,Jefferson (Tampa	 FL),RB,5-10, 155 ,3,0.8111,Alcorn State
NA,Nasir Legree,Liberty (Bethlehem	 PA),RB,5-9, 180 ,3,0.8111,uncommitted
NA,Jovon Smith,Killian (Miami	 FL),WR,6-1, 185 ,3,0.8111,uncommitted
NA,JJ Cruz,Mandarin (Jacksonville	 FL),ATH,6-0, 190 ,3,0.8111,uncommitted
NA,Charles Murphy,Montclair (Montclair	 NJ),ATH,6-3, 175 ,3,0.8111,uncommitted
NA,Tahshawn Brinson,Paramus Catholic (Paramus	 NJ),RB,5-10, 201 ,3,0.8111,Stony Brook
NA,Rashod Allen,North Catholic (Pittsburgh	 PA),CB,5-8, 140 ,3,0.8111,uncommitted
NA,Malik Brown,University Christian (Jacksonville	 FL),RB,5-8, 180 ,3,0.8111,uncommitted
NA,Owen Chafin,Spring Valley (Huntington	 WV),RB,5-8, 181 ,3,0.8111,West Virginia
NA,Adonis Henderson,Mallard Creek (Charlotte	 NC),CB,6-2, 170 ,3,0.8111,uncommitted
NA,Quincy Barber,Woodrow Wilson (Washington	 DC),S,5-11, 172 ,3,0.8111,uncommitted
NA,Tyrec Thompson,Treasure Coast (Port Saint Lucie	 FL),WR,6-1, 175 ,3,0.8111,uncommitted
NA,Jaquan Allen,East Hartford (East Hartford	 CT),ATH,6-2, 185 ,3,0.8111,uncommitted
NA,Brandon Marshall,Raines (Jacksonville	 FL),RB,5-9, 184 ,3,0.8111,Mercer
NA,Deshawn Richardson,Pahokee (Pahokee	 FL),OG,6-4, 290 ,3,0.8111,Florida Atlantic
NA,Drew Berggren,St. John's College HS (Washington	 DC),OG,6-3, 264 ,3,0.8111,Colgate
NA,Rian Haigler,St. John's College HS (Washington	 DC),OG,6-3, 285 ,3,0.8111,uncommitted
NA,TaQuan Kinsler,Pahokee (Pahokee	 FL),DT,6-3, 265 ,3,0.8111,uncommitted
NA,Jake Willcox,Everett (Everett	 MA),PRO,6-2, 185 ,3,0.8111,uncommitted
NA,Nahzir Russell,Pennsauken (Pennsauken	 NJ),RB,5-10, 175 ,3,0.8111,uncommitted
NA,La'Darius Allison,York Comprehensive (York	 SC),WR,6-1, 190 ,3,0.8111,uncommitted
NA,Myles Wilson,Western (Fort Lauderdale	 FL),CB,6-0, 175 ,3,0.8111,uncommitted
NA,Josh Eboboko,Charlotte Christian (Charlotte	 NC),RB,5-11, 180 ,3,0.8111,Yale
NA,Murrell Quashie,Millis (Millis	 MA),OT,6-5, 370 ,3,0.8111,Rhode Island
NA,Jimmy Walker,Lutheran North (Houston	 TX),SDE,6-3, 255 ,3,0.8107,North Texas
NA,Jack Bouwmeester,ProKick Australia (Australia	 AUST),P,-, - ,3,0.8107,Michigan State
NA,Hayden Harris,Eastside Catholic (Sammamish	 WA),OLB,6-5, 225 ,3,0.8106,UCLA
NA,Logan Holgorsen,University (Morgantown	 WV),PRO,6-0, 185 ,3,0.8106,Houston
NA,Zach Daniel,The Kinkaid School (Houston	 TX),PRO,6-0, 190 ,3,0.8104,Hawaii
NA,David Neil,Westlake (Austin	 TX),SDE,6-2, 249 ,3,0.8104,uncommitted
NA,Alexx Schmidt,O'Dea (Seattle	 WA),OC,6-2, 275 ,3,0.8104,Fresno State
NA,Jabari Moore,Hoover (Hoover	 AL),CB,6-0, 180 ,3,0.8104,Army
NA,Zakhayas Lee,Oregon City (Oregon City	 OR),RB,5-11, 175 ,3,0.8104,Portland State
NA,Gerard McKnight,Cy Ranch (Cypress	 TX),OLB,6-3, 200 ,3,0.8104,Stephen F. Austin
NA,Dean Clark,Washington (Massillon	 OH),S,6-1, 185 ,3,0.8104,Kent State
NA,Liloa Kapiko,St. Louis (Honolulu	 HI),WDE,6-5, 230 ,3,0.8104,San Diego State
NA,Chance Billington,John Tyler (Tyler	 TX),OG,6-3, 300 ,3,0.8104,Louisiana-Monroe
NA,Cole Mabry,West Senior (Iowa City	 IA),ILB,6-2, 190 ,3,0.8104,Army
NA,Jayce Medlock,DeSoto (DeSoto	 TX),TE,6-2, 206 ,3,0.8104,Connecticut
NA,Brandon Berger,Roncalli (Indianapolis	 IN),OLB,6-4, 225 ,3,0.8104,Ball State
NA,Malikhi Miller,El Cerrito (El Cerrito	 CA),WR,6-4, 185 ,3,0.8104,San Jose State
NA,Micah Buchanan,Sachse (Sachse	 TX),S,5-10, 175 ,3,0.8104,uncommitted
NA,Glenn Hayes,Arabia Mountain (Lithonia	 GA),S,6-1, 185 ,3,0.8104,Kent State
,,,,,,0,,uncommitted
NA,Travon Killins,Spruce Creek (Port Orange	 FL),CB,6-0, 170 ,3,0.8104,Hawaii
NA,Robert Boyd,Deerfield Beach (Deerfield Beach	 FL),OT,6-6, 300 ,3,0.8104,uncommitted
NA,Zach Gibson,Johns Creek (Alpharetta	 GA),PRO,6-3, 215 ,3,0.8104,Akron
NA,Isiah Grant,North Paudling (Dallas	 GA),ATH,6-0, 208 ,3,0.8104,uncommitted
NA,Matt Salopek,Archbishop Hoban (Akron	 OH),S,6-2, 200 ,3,0.8104,Miami (OH)
NA,Devon Fox,Maple Heights (Cleveland	 OH),WR,5-11, 175 ,3,0.8104,Temple
NA,Milton Jackson,Coffee (Douglas	 GA),WR,5-10, 180 ,3,0.8104,Georgia Southern
NA,Jaden Smith,Kennedale (Kennedale	 TX),WR,6-5, 190 ,3,0.8104,Montana State
NA,Jackson Gregory,Westlake (Westlake	 OH),OC,6-3, 290 ,3,0.8104,Louisville
NA,Jalen Wells,Beaumont United (Beaumont	 TX),CB,6-0, 200 ,3,0.8104,Lamar
NA,Christopher Fowx,Archbishop Stepinac (White Plains	 NY),OT,6-5.75, 300 ,3,0.8104,Temple
NA,Desmond Johnson,Valdosta (Valdosta	 GA),OLB,5-11, 180 ,3,0.8104,Western Kentucky
NA,Avery White,East Central (Kiln	 MS),OLB,6-4, 195 ,3,0.8104,Southern Miss
NA,Noah Tumblin,Mira Mesa (San Diego	 CA),DUAL,6-2, 175 ,3,0.8104,San Diego State
NA,Justin Scrempos,Milpitas (Milpitas	 CA),OT,6-8, 342 ,3,0.8104,San Jose State
NA,Thomas Sio,Bartlett (Elmendorf Afb	 AK),OC,6-4, 330 ,3,0.8104,Oregon State
NA,Steven Fiso,Faga'itua (Pago Pago	 AS),ATH,6-2, 178 ,3,0.8104,Hawaii
NA,John Thomas,Hillgrove (Powder Springs	 GA),OG,6-3, 300 ,3,0.8104,Mercer
NA,James Tarver,Raines (Jacksonville	 FL),ATH,5-10.5, 184 ,3,0.8104,UCF
NA,Seth Hayes,Magnolia West (Magnolia	 TX),WR,6-4, 195 ,3,0.8104,Arkansas State
NA,Deante Nelson,Pahokee (Pahokee	 FL),ATH,6-0, 170 ,3,0.8104,Florida Atlantic
NA,Cooper Legas,Orem (Orem	 UT),DUAL,6-2, 210 ,3,0.8100,Utah State
NA,George Udo,Berean Christian (Walnut Creek	 CA),WR,6-1, 205 ,3,0.8100,Brigham Young
NA,Elijah Chatman,Evangel Christian Academy (Shreveport	 LA),DT,5-11, 260 ,3,0.8099,SMU
NA,Mason Fairchild,Andale (Andale	 KS),TE,6-5, 250 ,3,0.8099,Kansas
NA,Isaiah Velez,Northwestern (Miami	 FL),PRO,6-2, 180 ,3,0.8098,Eastern Kentucky
NA,Blake Gobel,Banks (Banks	 OR),TE,6-7, 232 ,3,0.8098,Eastern Washington
NA,Tyerell Sturges-Cofer,Liberty (Brentwood	 CA),RB,6-0, 190 ,3,0.8098,uncommitted
NA,Mishael Powell,O'Dea (Seattle	 WA),CB,6-1, 185 ,3,0.8098,Washington
NA,Soli Paleso'o,Fife (Tacoma	 WA),WDE,6-4, 265 ,3,0.8098,Eastern Washington
NA,Corbin Walker,Oliver M. Hazen (Renton	 WA),ATH,6-0, 180 ,3,0.8098,Montana
NA,Darius Morrison,Puyallup (Puyallup	 WA),WR,6-3, 175 ,3,0.8098,uncommitted
NA,Andrew Pederson,Eastside Catholic (Sammamish	 WA),S,6-0, 200 ,3,0.8098,uncommitted
NA,Malik Scurlock,Centennial (Corona	 CA),SDE,6-3, 280 ,3,0.8098,Air Force
NA,Joseph Vaughn,Archbishop Mitty (San Jose	 CA),OLB,6-3, 200 ,3,0.8098,Yale
NA,Jonathan Boyd,Capital Christian (Sacramento	 CA),OT,6-6, 280 ,3,0.8098,Princeton
NA,Aidan Maloney,Liberty (Portland	 OR),WR,6-1, 180 ,3,0.8098,Yale
NA,KeJuan Hay,Owasso (Owasso	 OK),ILB,6-1, 225 ,3,0.8098,uncommitted
NA,Kiland Harrison,Saint Joseph Catholic (Madison	 MS),WR,5-10, 165 ,3,0.8098,Tulane
NA,Keyvaun Eady,Southridge (Beaverton	 OR),WR,6-3, 175 ,3,0.8098,Portland State
NA,Joe Quillin,Jesuit (Portland	 OR),DT,6-2, 275 ,3,0.8098,Air Force
NA,Nate Overholt,Wilsonville (Wilsonville	 OR),PRO,6-4, 183 ,3,0.8098,uncommitted
NA,Uilisoni Amone,El Cerrito (El Cerrito	 CA),DT,6-0, 310 ,3,0.8098,uncommitted
NA,Daego Albert,El Cerrito (El Cerrito	 CA),S,6-1, 170 ,3,0.8098,Northern Arizona
NA,Blayden Togiai,Skyridge (Lehi	 UT),ILB,6-1, 220 ,3,0.8098,uncommitted
NA,Brandon Folau,Alta (Sandy	 UT),OLB,6-2, 220 ,3,0.8098,uncommitted
NA,Jackson Hawes,Highland (Salt Lake City	 UT),OLB,6-4, 210 ,3,0.8098,uncommitted
NA,Jayden Clemons,Skyridge (Lehi	 UT),DUAL,6-2, 185 ,3,0.8098,uncommitted
NA,Quentin Moore,Inglemoor (Kenmore	 WA),TE,6-5, 240 ,3,0.8098,uncommitted
NA,Nalu Emerson,Kahuku (Kahuku	 HI),S,6-1, 190 ,3,0.8098,uncommitted
,,,,,,0,,uncommitted
NA,Elijah Manuel,Midwest City (Oklahoma City	 OK),SDE,6-4, 260 ,3,0.8098,uncommitted
NA,Cam Sanders,Crescent Valley (Corvallis	 OR),TE,6-4, 215 ,3,0.8098,uncommitted
NA,Daeshawn Wayne,Lakes (Lakewood	 WA),ATH,5-11, 170 ,3,0.8098,Georgetown
NA,Dallas Culpepper,Beech Grove (Beech Grove	 IN),DT,6-3, 250 ,3,0.8098,Illinois State
NA,Ethan Hoover,R Nelson Snider (Fort Wayne	 IN),S,5-11, 183 ,3,0.8098,Indiana State
NA,Christian Nelloms,Atlantic (Delray Beach	 FL),WR,6-2, 182 ,3,0.8098,uncommitted
NA,Romeo Galasso,St. John Bosco (Bellflower	 CA),SDE,6-5, 230 ,3,0.8098,uncommitted
NA,William Vehikite,Stellar Prep (Hayward	 CA),DT,6-4, 295 ,3,0.8098,San Jose State
NA,Tuia Tupuola,Kahuku (Kahuku	 HI),OLB,6-3, 230 ,3,0.8098,uncommitted
NA,Jahlique Stephens,Arcadia (Arcadia	 CA),WR,5-8, 160 ,3,0.8098,uncommitted
NA,Jamal Cooney,St. Thomas Aquinas (Fort Lauderdale	 FL),WR,5-8.5, 165 ,3,0.8098,Dartmouth
NA,Angel Flores,Dos Pueblos Senior (Goleta	 CA),OG,6-5, 340 ,3,0.8098,uncommitted
NA,Ricky Williams Jr.,Harrison (Kennesaw	 GA),OLB,6-3, 210 ,3,0.8098,uncommitted
NA,Carson Gerberick,Simi Valley (Simi Valley	 CA),SDE,6-5, 215 ,3,0.8098,uncommitted
NA,Dillion Davis,Ascension Catholic (Donaldsonville	 LA),DT,6-1, 267 ,3,0.8098,uncommitted
NA,Anthony Dedrick,Mountain Pointe (Phoenix	 AZ),WDE,6-4, 235 ,3,0.8098,uncommitted
NA,Christopher Welch,Southern University Lab School (Baton Rouge	 LA),SDE,6-3, 250 ,3,0.8098,uncommitted
NA,CJ Young,Oak Ridge (Orlando	 FL),WR,6-0, 180 ,3,0.8098,uncommitted
NA,Da'Ren Zeno,Welsh (Welsh	 LA),WR,5-11, 185 ,3,0.8098,uncommitted
NA,Chris Green,Lancaster (Lancaster	 TX),WR,6-3, 185 ,3,0.8098,uncommitted
NA,Kendel Taylor,Bishop Foley (Madison Heights	 MI),RB,6-0, 200 ,3,0.8098,Navy
NA,Akili Butler,Lincoln (San Diego	 CA),OLB,6-4, 210 ,3,0.8098,uncommitted
NA,Jonathan Mendoza,Westhampton Beach Senior (Westhampton Beach	 NY),OT,6-7, 300 ,3,0.8098,Yale
NA,Kaleo Neves,Timpview (Provo	 UT),OLB,6-2, 215 ,3,0.8098,Utah State
NA,Jack Twyford,Winter Haven Senior (Winter Haven	 FL),OT,6-6, 270 ,3,0.8098,Yale
NA,Kyle Stanback,Newbury Park (Newbury Park	 CA),SDE,6-7, 250 ,3,0.8098,uncommitted
NA,Sonny Makasini,Timpview (Provo	 UT),OG,6-3, 300 ,3,0.8098,Utah State
NA,Lucas Child,Timpview (Provo	 UT),OG,6-3, 275 ,3,0.8098,uncommitted
NA,Jordan Medley,A L Brown (Kannapolis	 NC),ATH,6-3, 200 ,3,0.8098,Kansas
NA,Nasir Carter,West Orange (Winter Garden	 FL),ILB,6-3, 215 ,3,0.8098,FIU
NA,Chamaar Smith,Decatur Central (Indianapolis	 IN),OLB,6-2, 210 ,3,0.8094,Northern Illinois
NA,Elliott Harris Jr.,Joe T. Robinson (Little Rock	 AR),OG,6-3, 318 ,3,0.8093,uncommitted
NA,Ty Danzy,Westside (Anderson	 SC),SDE,6-5, 235 ,3,0.8093,FIU
NA,Clayton Coll,Franklin Community (Franklin	 IN),OLB,6-3, 219 ,3,0.8093,Ball State
NA,Tavion Woodard,West Lafayette (West Lafayette	 IN),WDE,6-5, 215 ,3,0.8093,Ball State
NA,Jahmal Sam,Warren Easton (New Orleans	 LA),S,5-11, 180 ,3,0.8093,UTSA
NA,Drew Vest,Searcy (Searcy	 AR),OT,6-6, 290 ,3,0.8093,Arkansas
NA,Blake Thorpe,Las Lomas (Walnut Creek	 CA),WR,6-3, 205 ,3,0.8093,UC Davis
NA,Javon Gantt,Westside (JACKSONVILLE	 FL),WR,6-2, 207 ,3,0.8093,Central Michigan
NA,Garrett Jennings,Elizabethton (Elizabethton	 TN),OT,6-7, 317 ,3,0.8093,Eastern Kentucky
NA,Skyy Moore,Shady Side Academy (Pittsburgh	 PA),CB,5-9, 185 ,3,0.8093,Western Michigan
NA,Daeshawn Davis,Shaw (Cleveland	 OH),ATH,6-1, 215 ,3,0.8093,Iowa State
NA,Chase Triplett,Michigan City (Michigan City	 IN),OLB,6-3, 215 ,3,0.8093,Purdue
NA,Ethan Erickson,Kahuku (Kahuku	 HI),TE,6-5, 225 ,3,0.8091,Brigham Young
NA,Trey Andersen,Lehi (Lehi	 UT),TE,6-6, 240 ,3,0.8091,Brigham Young
NA,Joe Ervin,South Pointe (Rock Hill	 SC),RB,5-10, 190 ,3,0.8089,Kansas State
NA,Adrian Woliver,Stow-Munroe Falls (Stow	 OH),SDE,6-2, 220 ,3,0.8087,Toledo
NA,Cole Mueller,Emil E. Holt Sr. (Wentzville	 MO),RB,6-0, 192 ,3,0.8086,uncommitted
NA,Edward Saydee,William Penn Charter (Philadelphia	 PA),RB,5-10.5, 188 ,3,0.8086,Temple
NA,Kurtis Rourke,Holy Trinity (Canada	 CANA),PRO,6-4, 200 ,3,0.8085,Ohio
,,,,,,0,,uncommitted
NA,Prince Okituama,West Side (Newark	 NJ),SDE,6-7, 235 ,3,0.8083,Kent State
NA,Tavian Brown,Demopolis (Demopolis	 AL),OLB,6-2, 212 ,3,0.8082,Colorado State
NA,La'Kamion Franklin,Neville (Monroe	 LA),OLB,6-1, 210 ,3,0.8082,Louisiana
NA,Charlie Ham,Westminster School (Atlanta	 GA),K,6-2, 175 ,3,0.8075,Duke
NA,Elijah Alston,Oscar Smith (Chesapeake	 VA),DT,6-3, 250 ,3,0.8073,Marshall
NA,Gatlin Grisso,Aubrey (Aubrey	 TX),ATH,6-1, 185 ,3,0.8072,Washington State
NA,Jarrett Guest,Kennesaw Mountain (Acworth	 GA),PRO,6-3, 172 ,3,0.8072,Coastal Carolina
NA,Nicholas Sheetz,Greenwood (Greenwood	 SC),WDE,6-3, 253 ,3,0.8072,Washington State
NA,Porter Wilson,Copley (Akron	 OH),P,6-4, 215 ,3,0.8067,Duke
NA,Carter Wheat,Red Mountain (Mesa	 AZ),TE,6-4, 225 ,3,0.8065,Brigham Young
NA,KeSean Brown,Bamberg-Ehrhardt (Bamberg	 SC),OLB,6-2, 210 ,3,0.8065,Appalachian State
NA,Maasai Maynor,St. Peters Prep (Jersey City	 NJ),DUAL,6-0, 180 ,3,0.8064,Navy
NA,Gaudie Campbell,Antioch (Antioch	 CA),WR,6-1, 150 ,3,0.8064,uncommitted
NA,Justin Gwalchmai,Fort Bend Travis (Richmond	 TX),ATH,6-2, 240 ,3,0.8064,uncommitted
NA,William Savala,Carter (Dallas	 TX),S,6-0, 180 ,3,0.8064,Grambling State
NA,Jaylin Mack,Clay-Chalkville (Pinson	 AL),CB,5-11, 176 ,3,0.8064,uncommitted
NA,Aaron Hall,Jefferson (Jefferson	 GA),DT,6-2, 291 ,3,0.8064,uncommitted
NA,Spencer Jones,Vandegrift (Austin	 TX),ILB,6-1, 215 ,3,0.8064,Army
NA,DeAnthony Ball,Carver (Atlanta	 GA),WR,6-0, 156 ,3,0.8064,Eastern Michigan
NA,Xavier Shepherd,Pearl Cohn (Nashville	 TN),PRO,6-0, 200 ,3,0.8064,Kennesaw State
NA,Jake Low,Bishop Sullivan Catholic (Virginia Beach	 VA),RB,5-10, 195 ,3,0.8064,uncommitted
NA,Jaelin Benefield,Pearland (Pearland	 TX),WR,5-10, 165 ,3,0.8064,Eastern Illinois
NA,Trevon Russell,Mansfield Timberview (Arlington	 TX),WR,6-2, 185 ,3,0.8064,Howard
NA,Treveon Pickens,Jackson-Olin (Birmingham	 AL),OG,6-1, 285 ,3,0.8064,uncommitted
NA,Deandre Caldwell,Smyrna (Smyrna	 TN),WR,6-0, 175 ,3,0.8064,uncommitted
NA,Cameron Baker,Germantown (Germantown	 TN),WR,6-2, 170 ,3,0.8064,Memphis
NA,Ja'Corey Benjamin,Alief Hastings (Houston	 TX),CB,5-11, 165 ,3,0.8064,Texas Southern
NA,Jaret Porterfield,Pearland (Pearland	 TX),OG,6-4, 306 ,3,0.8064,Stephen F. Austin
NA,Jevon Leon,Alief Hastings (Houston	 TX),SDE,6-3, 250 ,3,0.8064,Sam Houston State
NA,Luke Gibson,Clark (San Antonio	 TX),WDE,6-6, 220 ,3,0.8064,Princeton
NA,Boomer Irvin,Kemp (Kemp	 TX),ILB,6-1, 215 ,3,0.8064,uncommitted
NA,Jared Laughlin,Hamburg (Hamburg	 AR),OG,6-5, 315 ,3,0.8064,Arkansas-Pine Bluff
NA,Dezman Cooper,Reynoldsburg (Reynoldsburg	 OH),OLB,6-2, 215 ,3,0.8064,Ohio
NA,Cheriff Jamison,Cardinal Mooney (Youngstown	 OH),WDE,6-4, 235 ,3,0.8064,uncommitted
NA,Jonah Brewster,Prestonwood Christian (Plano	 TX),OT,6-7, 280 ,3,0.8060,Louisiana Tech
NA,Ryan Fitzgerald,Colquitt County (Moultrie	 GA),K,6-0, 185 ,3,0.8054,Florida State
NA,Dorian Williams,Indian Land (Fort Mill	 SC),OLB,6-2, 195 ,3,0.8054,Tulane
NA,Levelle Bailey,Luther Burbank (Sacramento	 CA),ATH,6-3, 190 ,3,0.8054,Fresno State
NA,Hunter Henry,Lake Travis (Austin	 TX),S,6-1, 201 ,3,0.8054,Rice
NA,Dylan Fromm,Warner Robins (Warner Robins	 GA),PRO,6-0, 200 ,3,0.8054,Mercer
NA,Deon Fountain,Brooks County (Quitman	 GA),WR,5-11, 165 ,3,0.8054,Coastal Carolina
NA,William Racely,Flushing (Flushing	 MI),OG,6-4, 295 ,3,0.8054,Eastern Michigan
NA,Rhett Williams,Carmel (Carmel	 IN),TE,6-7, 221 ,3,0.8054,Miami (OH)
NA,Evan Henry,DeSoto (DeSoto	 TX),OG,6-3, 315 ,3,0.8054,Louisiana-Monroe
NA,Brock Higdon,Pelham (Pelham	 AL),SDE,6-6, 225 ,3,0.8054,South Alabama
NA,Isaiah McKissic,Beauregard  (Opelika	 AL),WR,6-3, 190 ,3,0.8054,Alcorn State
NA,Kyle Kelly,Newport Central Catholic (Newport	 KY),OLB,6-2, 200 ,3,0.8053,Ohio
NA,Joey Carroll,St Francis De Sales (Toledo	 OH),TE,6-5, 230 ,3,0.8053,Bowling Green
NA,Alex Merritt,Archbishop Moeller (Cincinnati	 OH),OG,6-3, 260 ,3,0.8053,Eastern Michigan
NA,Christian Hood,Marshall (Marshall	 TX),OC,6-2, 290 ,3,0.8053,Houston Baptist
,,,,,,0,,uncommitted
NA,Tekoy Randolph,Oakland (Murfreesboro	 TN),SDE,6-4, 240 ,3,0.8053,uncommitted
NA,Travares Springer,Maplewood (Nashville	 TN),CB,6-1, 185 ,3,0.8053,Western Kentucky
NA,David Reynolds,Ensworth (Nashville	 TN),WDE,6-5, 245 ,3,0.8053,uncommitted
NA,Myles Martin,Vista Murrieta (Murrieta	 CA),CB,5-10, 160 ,3,0.8053,Fresno State
NA,Carson Pharris,Reagan (San Antonio	 TX),OT,6-6, 305 ,3,0.8053,New Mexico State
NA,Kevin Penn,Austin (Decatur	 AL),DT,6-3, 305 ,3,0.8053,UAB
NA,Daron Finkley,Myrtle Beach  (Myrtle Beach	 SC),WR,6-0, 170 ,3,0.8053,uncommitted
NA,Cassan Dixon,I. C. Norcom (Portsmouth	 VA),CB,6-0, 170 ,3,0.8053,uncommitted
NA,Calvin Hill,Sterling (Baytown	 TX),RB,5-6.5, 164 ,3,0.8053,Texas State
NA,Tyler Smith,North Crowley (Fort Worth	 TX),OG,6-4, 312 ,3,0.8053,Tulsa
NA,Mark Lee,Northland (Columbus	 OH),CB,6-1, 170 ,3,0.8053,Eastern Michigan
NA,Ja'Braylon Spencer,New Iberia (New Iberia	 LA),OLB,6-3, 200 ,3,0.8053,Louisiana
NA,Austin Jones,McDonogh 35 (New Orleans	 LA),CB,5-9, 150 ,3,0.8053,Memphis
NA,Peyton Sobosle,College Park (The Woodlands	 TX),TE,6-4, 220 ,3,0.8053,uncommitted
NA,Malik Caper,Faith Christian (Grapevine	 TX),ILB,6-1, 225 ,3,0.8053,Liberty
NA,Jason Simmons,Lancaster (Lancaster	 TX),S,5-11, 180 ,3,0.8053,New Mexico State
NA,Kendrick Brown,Meridian (Meridian	 MS),WR,6-2, 195 ,3,0.8053,Southern Miss
NA,Jeremiah Burton,Westerville North (Westerville	 OH),DT,6-2, 285 ,3,0.8053,Ohio
NA,Devontez Walker,West Charlotte (Charlotte	 NC),WR,6-3, 175 ,3,0.8053,uncommitted
NA,Dayton Wade,Lovejoy (Hampton	 GA),ATH,6-0, 172 ,3,0.8053,Western Kentucky
NA,Kamron Love,Santa Fe (Edmond	 OK),CB,6-0, 170 ,3,0.8053,Navy
NA,Mark Aitken,Kenwood Academy (Chicago	 IL),CB,5-8, 170 ,3,0.8053,Northern Illinois
NA,Java'n Singletary,Hawkinsville (Hawkinsville	 GA),ATH,6-0, 185 ,3,0.8053,Georgia Southern
NA,Kyle Trombley,Yorba Linda (Yorba Linda	 CA),OG,6-4, 260 ,3,0.8053,San Diego State
NA,Cletus Mathurin,Cheshire Academy (Hartford	 CT),DT,6-2, 290 ,3,0.8053,Massachusetts
NA,Spencer Witter,Choate Rosemary Hall (West Hartford	 CT),TE,6-5, 225 ,3,0.8053,uncommitted
NA,Dawan Martin,East (Youngstown	 OH),SDE,6-5, 245 ,3,0.8053,Bowling Green
NA,Malik Dixon,Wekiva (Apopka	 FL),ATH,6-0, 178 ,3,0.8053,Connecticut
NA,Nouredin Nouili,Norris (Firth	 NE),OG,6-4, 283 ,3,0.8053,Colorado State
NA,James Stagg,Desert Vista (Phoenix	 AZ),TE,6-4.5, 245 ,3,0.8053,Princeton
NA,Alec Trujillo,San Joaquin Memorial (Fresno	 CA),PRO,6-0, 175 ,3,0.8052,San Jose State
NA,Luke Smith,Friendship Christian (Lebanon	 TN),DT,6-1, 290 ,3,0.8051,Appalachian State
NA,Chris Cassidy,Angleton (Angleton	 TX),OT,6-4, 275 ,3,0.8051,North Texas
NA,Khalen Leonard,Texas Preparatory Academy (Alvin	 TX),CB,6-3, 175 ,3,0.8051,Southern Miss
NA,Roninn Wright,Camden County (Kingsland	 GA),OLB,6-2, 210 ,3,0.8051,Middle Tennessee State
NA,Garin Boniol,Starkville (Starkville	 MS),K,6-0, 170 ,3,0.8046,Louisiana Tech
