ranking,name,highSchool,position,height,weight,stars,rating,college
NA,Devon Robinson,Whitehaven (Memphis, TN),DT,6-6,260,3,0.8431,Mississippi State
NA,Donavan Mutin,Klein Collins (Spring, TX),ILB,6-0.5,228,3,0.8430,Houston
NA,Atonio Mafi,Junipero Serra (San Mateo, CA),DT,6-3,360,3,0.8430,UCLA
NA,Ray Robinson,Highlands Ranch (Littleton, CO),S,6-2,205,3,0.8430,Colorado
NA,I'Shawn Stewart,Bolingbrook (Bolingbrook, IL),ATH,5-11,165,3,0.8430,Oregon State
NA,DeLonte Evans,Minor  (Adamsville, AL),WR,6-2,185,3,0.8427,uncommitted
NA,Jaxon Player,Midway (Waco, TX),DT,6-0,285,3,0.8427,Tulsa
NA,Nikia Jones,Wagoner (Wagoner, OK),WR,6-3,200,3,0.8427,uncommitted
NA,Dandre Humbles,Hattiesburg (Hattiesburg, MS),ATH,5-10,160,3,0.8427,uncommitted
NA,Steven Gilmore,South Pointe (Rock Hill, SC),CB,5-9,152,3,0.8427,Marshall
NA,Don Ragsdale,Pisgah (Satartia, MS),RB,5-10,190,3,0.8426,uncommitted
NA,Jaden Mitchell,Desert Oasis (Las Vegas, NV),WR,6-0,180,3,0.8426,Arizona
NA,Keidron Smith,Oxbridge Academy (West Palm Beach, FL),CB,6-2,180,3,0.8426,Ole Miss
NA,Terrick Smalls,Benedictine Military School (Savannah, GA),RB,5-10,198,3,0.8426,Charlotte
NA,Brian Kaiser,New Trier (Winnetka, IL),TE,6-7,210,3,0.8425,Northwestern
NA,Caleb Steward,Ed White (Jacksonville, FL),RB,5-11,203,3,0.8424,Virginia Tech
NA,Matt Valecce,Fordham Prep (Bronx, NY),PRO,6-5,205,3,0.8423,Boston College
NA,Jonathan Hess,Vestavia Hills (Birmingham, AL),OLB,6-5,223,3,0.8423,Ole Miss
NA,C.J. Smith,Duncan U. Fletcher (Neptune Beach, FL),CB,6-1,175,3,0.8423,Minnesota
NA,Alexander Smith,Culver City (Culver City, CA),CB,6-0,165,3,0.8423,Wisconsin
NA,Jake Peters,Santa Margarita Catholic (Rancho Santa Margarita, CA),TE,6-5,225,3,0.8423,Arizona
NA,Davontae McCrae,Northwestern (Miami, FL),SDE,6-5,255,3,0.8423,N.C. State
NA,Akeem Dixon,Vero Beach (Vero Beach, FL),RB,6-0,235,3,0.8423,Syracuse
NA,Kadin Smith,Spencer County (Taylorsville, KY),S,6-0,189,3,0.8423,Purdue
NA,Nasir Greer,Stockbridge (Stockbridge, GA),S,6-1,175,3,0.8423,Wake Forest
NA,Destin Coates,James Rickards (Tallahassee, FL),RB,5-10,190,3,0.8423,Georgia State
NA,Blessman Taala,Faga'itua (Pago Pago, AS),DT,6-2,285,3,0.8422,Hawaii
NA,Lavon Wallace,Buhach Colony (Atwater, CA),S,6-3,185,3,0.8418,Colorado
NA,Davis Brin,Champion (Boerne, TX),PRO,6-2,181,3,0.8418,Tulsa
NA,Nigel Bethel,Northwestern (Miami, FL),CB,5-11,160,3,0.8418,Miami
NA,Kenneth Horsey,Seminole (Sanford, FL),OG,6-3.5,326,3,0.8418,Kentucky
NA,Jason Mercier,Atlantic (Boynton Beach, FL),WDE,6-5,235,3,0.8418,FIU
NA,Wyatt Rector,Leesburg (Leesburg, FL),DUAL,6-4,220,3,0.8418,Western Michigan
NA,Charles Allen,Doss Magnet Career Academy (Louisville, KY),OG,6-4,300,3,0.8418,Purdue
NA,Derek Gainous,Miami Senior (Miami, FL),CB,5-11,175,3,0.8418,UCF
NA,Jax Gasaway,Star City (Star City, AR),OT,6-7,265,3,0.8416,Arkansas State
NA,Jalen Rayam,Thompson (Alabaster, AL),OLB,6-2,230,3,0.8416,UAB
NA,Emoryie Edwards,Tulare Union (Tulare, CA),WR,6-0,180,3,0.8416,Fresno State
NA,Isaak Togia,Pacifica (Garden Grove, CA),OLB,6-1,215,3,0.8416,San Jose State
NA,Romeo Doubs,Thomas Jefferson (Los Angeles, CA),WR,6-3,170,3,0.8416,Nevada
NA,J.J. Tucker,Narbonne (Harbor City, CA),WR,6-2,168,3,0.8416,Oregon
NA,Tuni Fifita,Milpitas (Milpitas, CA),WR,6-3,220,3,0.8416,uncommitted
NA,Kenyon Oblad,Liberty (Henderson, NV),PRO,6-3,195,3,0.8416,UNLV
NA,Garrison Vaughn,Belton (Belton, TX),S,6-2,190,3,0.8416,Houston
NA,Dequan Jackson,Robert E. Lee (Jacksonville, FL),OLB,6-2,205,3,0.8416,Colorado State
NA,Lichon Terrell,Callaway (Hogansville, GA),DT,6-2,260,3,0.8416,Western Kentucky
NA,Rico Frye,Cartersville (Cartersville, GA),RB,5-10,185,3,0.8416,Bowling Green
NA,Israel Spivey,Cedar Grove (Ellenwood, GA),ATH,5-10,165,3,0.8416,North Carolina A&T
NA,Donovan Noel,Millbrook (Raleigh, NC),OG,6-4,265,3,0.8416,East Carolina
NA,Mackie McNeal,Thompson (Alabaster, AL),DT,6-5,315,3,0.8416,uncommitted
NA,Marques Cox,Peoria (Peoria, IL),OT,6-5,290,3,0.8416,Northern Illinois
NA,Kameron Jones,Starkville (Starkville, MS),OT,6-5,280,3,0.8416,Mississippi State
NA,Ezekiel Holmes,Hirschi (Wichita Falls, TX),WDE,6-5,205,3,0.8416,Illinois
NA,Keyshawn Helton,West Florida Tech (Pensacola, FL),WR,5-9,160,3,0.8416,Florida State
NA,Ralph Davis,North Shore (Houston, TX),WR,6-0,170,3,0.8414,uncommitted
NA,Cameron Thomas,Round Rock Westwood (Austin, TX),WR,6-4,200,3,0.8414,Boise State
NA,Jaylen Rivers,Grayson (Loganville, GA),ATH,6-2,195,3,0.8413,Northwestern
NA,Charles Schmidt,Libertyville (Libertyville, IL),OG,6-4,270,3,0.8413,Northwestern
NA,Lamarius Benson,Eastside (Covington, GA),DT,6-3,330,3,0.8413,UCF
NA,Yanez Rogers,Blanche Ely (Pompano Beach, FL),ATH,6-2,179,3,0.8411,Cincinnati
NA,Jalen Chatman,Narbonne (Harbor City, CA),DUAL,6-0,180,3,0.8410,Rutgers
NA,Rondell Bothroyd,E. O. Smith (Willington, CT),SDE,6-3,250,3,0.8410,Wake Forest
NA,Jaquavius Lane,Grayson (Loganville, GA),WR,5-11,172,3,0.8410,Kansas State
NA,Ty Van Fossen,St. Francis De Sales (Columbus, OH),ILB,6-2,205,3,0.8410,Cincinnati
NA,Devin Hayes,Jones (Orlando, FL),SDE,6-6,250,3,0.8410,Florida Atlantic
NA,Tyrese Allen,Paintsville (Paintsville, KY),DT,6-3,290,3,0.8410,West Virginia
NA,Martin Weisz,The Benjamin School (North Palm Beach, FL),OT,6-6,305,3,0.8410,Virginia
NA,Tyler Baker-Williams,Southeast Raleigh (Raleigh, NC),WR,6-2,205,3,0.8406,N.C. State
NA,Royce Francis,Allatoona (Acworth, GA),SDE,6-3,240,3,0.8405,Wake Forest
NA,Damir Faison,Zebulon B. Vance (Charlotte, NC),WDE,6-2,240,3,0.8405,East Carolina
NA,Will Choloh,Archer (Lawrenceville, GA),DT,6-1,277,3,0.8405,Troy
NA,Marquis Alston,Harrison (Kennesaw, GA),CB,5-11.5,181,3,0.8405,Wake Forest
NA,Hakeem White,Midway (Waco, TX),OG,6-3,281,3,0.8404,Texas Tech
NA,V'Lique Carter,Oxbridge Academy (West Palm Beach, FL),S,5-10,170,3,0.8404,Pittsburgh
NA,Malcolm Davidson,Osceola (Kissimmee, FL),RB,5-10,180,3,0.8403,Florida Atlantic
NA,Davonchae Bryant,Pensacola (Pensacola, FL),SDE,6-7,240,3,0.8403,UCF
NA,Chase Brown,St Stephen's Episcopal School (Bradenton, FL),RB,5-11,195,3,0.8403,Western Michigan
NA,Phillip Mills,Paloma Valley (Menifee, CA),S,6-3,215,3,0.8402,Boise State
NA,Terrance Taylor,Phillips Academy (Chicago, IL),OLB,6-4,214,3,0.8402,Toledo
NA,Anthony Johnson Jr.,St. Petersburg (Saint Petersburg, FL),CB,6-0,170,3,0.8402,Iowa State
NA,Stevie Scott,Christian Brothers Academy (Syracuse, NY),RB,6-2,235,3,0.8402,Indiana
NA,Ekow Boye-Doe,Lawrence (Lawrence, KS),CB,6-1,170,3,0.8402,Kansas State
NA,Reggie Thompson,Opp (Opp, AL),CB,6-1,190,3,0.8399,Marshall
NA,Nick Martin-Morman,Archbishop Hannan (Covington, LA),CB,5-10,167,3,0.8399,uncommitted
NA,Karl Brooks,Sexton (Lansing, MI),OLB,6-4,220,3,0.8399,Bowling Green
NA,Lance Babb II,Schurr (Montebello, CA),WR,6-0,195,3,0.8399,uncommitted
NA,Jake Parks,J Serra Catholic (San Juan Capistrano, CA),OG,6-4,298,3,0.8399,UC Davis
NA,Cole Sain,St. John Bosco (Bellflower, CA),OT,6-4,280,3,0.8399,uncommitted
NA,Jermaine Braddock,Charter Oak (Covina, CA),WR,6-1,180,3,0.8399,San Jose State
NA,Ryan Nixon,Long Beach Poly (Long Beach, CA),S,6-0.5,169,3,0.8399,uncommitted
NA,Sherod White,Heritage (Menifee, CA),RB,5-8,170,3,0.8399,Montana State
NA,Aaron Frost,Long Beach Poly (Long Beach, CA),DT,6-5,294,3,0.8399,Nevada
NA,Rayshawn Williams,Crenshaw (Los Angeles, CA),WR,6-2.5,173,3,0.8399,uncommitted
NA,Casey Bauman,Nooksack Valley (Everson, WA),PRO,6-6,228,3,0.8399,Montana State
NA,Isaac Hall,St Augustine (San Diego, CA),OLB,6-2,210,3,0.8399,Princeton
NA,Alton Julian,Valley Christian (San Jose, CA),CB,6-3,190,3,0.8399,uncommitted
NA,Abraham Alce,Immokalee (Immokalee, FL),RB,6-0,224,3,0.8399,Akron
NA,Isaiah Watson,Calvert Hall College (Towson, MD),CB,5-10,160,3,0.8399,Eastern Michigan
NA,Cincir Evans,White Station (Memphis, TN),ATH,6-4,195,3,0.8399,Coastal Carolina
NA,Daniel Biglow,Wiregrass Ranch (Zephyrhills, FL),CB,6-2,180,3,0.8399,uncommitted
NA,Blair Brooks,Marion (Marion, IA),WR,6-3,190,3,0.8399,Iowa
NA,Montre Miller,Westwood (Blythewood, SC),CB,5-10,168,3,0.8399,Kent State
NA,Ashtan Pierre,Deerfield Beach (Deerfield Beach, FL),ATH,6-2,191,3,0.8397,Kentucky
NA,Devan Rogers,Sidney (Sidney, OH),DT,6-2,285,3,0.8396,Toledo
NA,Swift Lyle,St. Paul's Episcopal (Mobile, AL),PRO,6-3,185,3,0.8394,Georgia State
NA,Eric Miller,William Mason (Mason, OH),OT,6-6,260,3,0.8394,Purdue
NA,Jake Camarda,Norcross (Norcross, GA),P,6-2,175,3,0.8393,Georgia
NA,Tayvonn Kyle,Lowndes (Valdosta, GA),ATH,6-0,165,3,0.8393,Iowa State
NA,Troy Hurst,St. Helena Central (Greensburg, LA),ATH,6-2,185,3,0.8390,Memphis
NA,Ryan Bujcevski,ProKick Australia (Australia, AUST),P,6-0,180,3,0.8390,Texas
NA,Dante Burke,Bishop Sullivan Catholic (Virginia Beach, VA),WDE,6-4,220,3,0.8389,Temple
NA,JH Tevis,Menlo (),WDE,6-5,227,3,0.8389,California
NA,Craig Francois,Cathedral (Los Angeles, CA),OLB,6-2,210,3,0.8389,Oregon State
NA,Kyle Dobbins,St Augustine Preparatory School (Richland, NJ),APB,5-10,188,3,0.8389,Temple
NA,Andrew Cunningham,Cambridge Christian School (Tampa, FL),RB,6-0.5,215,3,0.8389,Georgia Southern
NA,Avery Young,Coatesville Area (Coatesville, PA),CB,6-1,195,3,0.8389,Rutgers
NA,E.J. Thomas,Carver (Atlanta, GA),CB,6-1,170,3,0.8389,Kansas State
NA,Shaun Peterson Jr.,Nova (Fort Lauderdale, FL),OLB,6-3,210,3,0.8389,FIU
NA,Nico Ragaini,Avon Old Farms (West Haven, CT),WR,6-0,185,3,0.8389,Iowa
NA,Jawan Tate,Mallard Creek (Charlotte, NC),OT,6-7,265,3,0.8387,uncommitted
NA,Alex Morris,Atascocita (Humble, TX),S,6-1,188,3,0.8387,North Texas
NA,David Watson,Amphitheater (Tucson, AZ),OT,6-6,300,3,0.8386,Arizona
NA,Sal Spina,St. John Bosco (Bellflower, CA),DT,6-3,265,3,0.8385,uncommitted
NA,Campbell Barrington,University (Spokane, WA),OT,6-6,280,3,0.8385,Brigham Young
NA,Brayden Willis,Martin (Arlington, TX),TE,6-4,220,3,0.8385,Oklahoma
NA,Matt Bjorson,Hinsdale Central (Hinsdale, IL),TE,6-3,225,3,0.8385,Indiana
NA,Donovan Jennings,Gaither (Tampa, FL),OT,6-5,310,3,0.8385,USF
NA,Antwuan Johnson,Dunbar (Dayton, OH),ILB,6-1,232,3,0.8385,Bowling Green
NA,Maurice McIntyre,Northside (Jacksonville, NC),OG,6-2,320,3,0.8385,Duke
NA,Tyler Vrabel,St Pius X (Houston, TX),OT,6-4,255,3,0.8384,Boston College
NA,Jaylen Pickle,Cimarron (Cimarron, KS),DT,6-5,260,3,0.8384,Kansas State
NA,John McCartan,Santa Margarita Catholic (Rancho Santa Margarita, CA),TE,6-5,225,3,0.8383,Oregon State
NA,Jamiran James,De La Salle (New Orleans, LA),DT,6-2,276,3,0.8382,Tulane
NA,Issac Walker,St. Francis Catholic (Gainesville, FL),OG,6-4,350,3,0.8382,UCF
NA,David Bailey,North Caroline (Ridgely, MD),RB,6-0.5,225,3,0.8381,Boston College
NA,Travon King,Woodrow Wilson (Camden, NJ),WDE,6-4,200,3,0.8379,Temple
NA,Ethan Bonner,The Woodlands (The Woodlands, TX),CB,6-1,170,3,0.8378,Stanford
NA,Calvin Hart,American Heritage (Fort Lauderdale, FL),OLB,6-0.5,207,3,0.8378,N.C. State
NA,Jesiah Irish,Mount Si (Snoqualmie, WA),WR,6-0,182,3,0.8378,Oregon State
NA,Javez Alexander,Sandusky (Sandusky, OH),DUAL,6-2,195,3,0.8378,Michigan State
NA,Javian Hawkins,Cocoa (Titusville, FL),APB,5-9,185,3,0.8378,Louisville
NA,Ethan Watson,Pensacola Catholic (Pensacola, FL),OT,6-5,300,3,0.8378,USF
NA,Gavin Lewis,Bob Jones  (Madison, AL),DT,6-4,275,3,0.8377,North Carolina
NA,Jeff Marks,WP Davidson (Mobile, AL),DT,6-3,260,3,0.8377,Purdue
NA,Grayson Mann,All Saints Episcopal (Fort Worth, TX),ILB,5-11,211,3,0.8377,Northwestern
NA,Kenyon Sims,Mission Bay (San Diego, CA),RB,5-11,195,3,0.8377,Illinois
NA,TJ Ivy,Marist (Chicago, IL),TE,6-5,227,3,0.8377,Indiana
NA,Kenih Lovely,Atlantic (Palm Beach Gardens, FL),CB,5-10,167,3,0.8377,Western Michigan
NA,TC Harrison,Collins Hill (Suwanee, GA),OLB,6-3,199,3,0.8376,Virginia
NA,Andre Carter,Cass Technical (Detroit, MI),SDE,6-4,230,3,0.8376,Western Michigan
NA,Christian Ford,Marietta (Marietta, GA),WR,5-10,170,3,0.8376,Georgia Southern
NA,Brenden Brady,Steele (Cibolo, TX),RB,5-11,190,3,0.8376,UTSA
NA,Gunnar Watson,Taylor County (Butler, GA),PRO,6-2,187,3,0.8376,Troy
NA,Jacob Sykes,Rockhurst (Kansas City, MO),DT,6-4,250,3,0.8376,uncommitted
NA,Brian Norris,Chiefland (Chiefland, FL),RB,6-2,220,3,0.8376,USF
NA,Malik Shepherd,Beaver Falls (Beaver Falls, PA),WR,5-11,190,3,0.8376,uncommitted
NA,Cameron Wilkins,Del Valle (Del Valle, TX),ILB,6-2,230,3,0.8375,Missouri
NA,Jarrett Paul,Paramus Catholic (Paramus, NJ),CB,6-1,197,3,0.8375,Rutgers
NA,Marcus Mosley,Brownwood (Brownwood, TX),CB,6-1,175,3,0.8372,uncommitted
NA,Mataeo Durant,McCormick (Mccormick, SC),RB,6-1,190,3,0.8371,Duke
NA,Dominic Gicinto,Raytown Sr. (Kansas City, MO),WR,5-10,175,3,0.8371,Missouri
NA,Atorian Perry,Park Vista Community (Lake Worth, FL),WR,6-5,180,3,0.8371,Wake Forest
NA,Baraka Beckett,Palisades (Pacific Palisades, CA),OG,6-4,280,3,0.8370,UCLA
NA,Chris Fatilua,Madison (San Diego, CA),ILB,6-3,220,3,0.8370,California
NA,Garrett Curran,Granite Hills (El Cajon, CA),OT,6-5,265,3,0.8370,Boise State
NA,Tavis Lee,Martinsburg (Martinsburg, WV),WDE,6-3,225,3,0.8368,West Virginia
NA,Chance Campbell,Calvert Hall College (Towson, MD),OLB,6-2,222,3,0.8368,Maryland
NA,Evan Anderson,Collins Hill (Suwanee, GA),RB,6-1,195,3,0.8368,Purdue
NA,Lawrence Johnson,R Nelson Snider (Fort Wayne, IN),DT,6-4,285,3,0.8367,Purdue
NA,Larry Brooks,Kennedale (Kennedale, TX),S,6-0,185,3,0.8366,Tulane
NA,Mo Edwards,Thompson (Alabaster, AL),WR,6-2.5,196,3,0.8366,South Alabama
NA,Curry Benn,Landry-Walker (New Orleans, LA),CB,6-0,170,3,0.8366,Southern Miss
NA,Gregory Clayton,Lutcher (Lutcher, LA),WR,5-11,175,3,0.8366,uncommitted
NA,Branden Rankins,Aquinas (San Bernardino, CA),RB,5-9.5,198,3,0.8366,Utah
NA,William Dunkle,Eastlake (Chula Vista, CA),OT,6-5,335,3,0.8366,San Diego State
NA,Tre Weed,Sumner Senior (Sumner, WA),WR,6-0,190,3,0.8366,Eastern Washington
NA,Jarrell Anderson,Rainier Beach (Seattle, WA),WR,6-4,240,3,0.8366,Sacramento State
NA,Luke Shiflett,Northwest Whitfield County (Tunnel Hill, GA),DUAL,6-2,180,3,0.8366,Middle Tennessee State
NA,Jonah Kahahawai-Welch,Kamehameha (Honolulu, HI),WDE,6-3,230,3,0.8366,Hawaii
NA,Alama Uluave,Punahou (Honolulu, HI),OC,6-2,292,3,0.8366,San Diego State
NA,Keondre Miller,Admiral Farragut Academy (Saint Petersburg, FL),CB,6-0,180,3,0.8366,uncommitted
NA,Devin Ruffin Jr.,Lutheran North (Saint Louis, MO),ILB,6-1,210,3,0.8366,Bowling Green
NA,Blake Bacevich,St. Xavier (Cincinnati, OH),WDE,6-4,215,3,0.8366,Cincinnati
NA,Dillon Harris,Cheshire Academy (Bloomfield, CT),OLB,6-1,225,3,0.8366,uncommitted
NA,Rocky Katoanga,El Camino (Oceanside, CA),OLB,6-2,205,3,0.8366,Washington State
NA,Eric Seidelman,Bishop Moore Catholic (Orlando, FL),OC,6-3,283,3,0.8365,UCF
NA,Nigel Brannon,John Marshall (Oklahoma City, OK),OT,6-5,333,3,0.8364,Memphis
NA,Brodrick Calhoun,Horn (Mesquite, TX),CB,5-11,157,3,0.8364,Louisiana Tech
NA,Braeden Daniels,Hebron (Carrollton, TX),OG,6-4,260,3,0.8364,Utah
NA,Chris Carter,South Dade (Homestead, FL),TE,6-3,230,3,0.8364,USF
NA,Myles Green-Richards,Churchill (Eugene, OR),CB,5-11,175,3,0.8364,Washington State
NA,Bradley Bickler,Southridge (Beaverton, OR),WDE,6-7,240,3,0.8364,Oregon State
NA,Drake Anderson,Chandler (Chandler, AZ),RB,5-11,180,3,0.8361,Northwestern
NA,Connor Parks,Oak Ridge (Orlando, FL),WDE,6-5,230,3,0.8361,Kent State
NA,Clay Harris,Norcross (Norcross, GA),RB,6-0,200,3,0.8361,uncommitted
NA,Cartez Crook-Jones,Grandview (Grandview, MO),SDE,6-5,230,3,0.8358,Kansas State
NA,Simi Moala,Cathedral (Los Angeles, CA),WDE,6-7,250,3,0.8356,Utah
NA,Hasaan Hypolite,Hightower (Missouri City, TX),ATH,5-11,195,3,0.8356,Colorado
NA,Kevin Coblentz,St. John Bosco (Bellflower, CA),OT,6-4,295,3,0.8356,Nevada
NA,Realus George,Pace Academy (Atlanta, GA),FB,6-2,245,3,0.8356,Miami
NA,Hunter Mayginnes,Hamilton (Chandler, AZ),OT,6-5,318,3,0.8356,Washington State
NA,Taj Ward,Solon (Solon, OH),CB,6-0,170,3,0.8356,Cincinnati
NA,Malik Dunlap,Harding University (Charlotte, NC),CB,6-3,185,3,0.8356,N.C. State
NA,Tywan Francis,Landry-Walker (New Orleans, LA),S,5-11,180,3,0.8355,Colorado State
NA,Sam Stovall,Notre Dame (Chattanooga, TN),OT,6-4,285,3,0.8355,Northwestern
NA,Rashad Scott,Helix (La Mesa, CA),WR,6-1,180,3,0.8355,San Diego State
NA,Anthony Pardue,Murrieta Valley (Murrieta, CA),OT,6-5,265,3,0.8355,San Jose State
NA,Danny Smith,Oxnard (Oxnard, CA),RB,5-10.5,202,3,0.8355,Boise State
NA,Ronnie Buford,Chelsea (Chelsea, MI),WDE,6-4,205,3,0.8355,Western Michigan
NA,Jordan Branch,Crockett County (Alamo, TN),ATH,6-1,255,3,0.8355,Middle Tennessee State
NA,Cameron Young,Franklin (Meadville, MS),DT,6-4,300,3,0.8355,Mississippi State
NA,Zack Annexstad,IMG Academy (Bradenton, FL),PRO,6-2.5,202,3,0.8355,Minnesota
NA,Cameron Phillips,Clear Lake (Houston, TX),S,6-2,180,3,0.8355,Arizona State
NA,Juanyeh Thomas,Niceville (Niceville, FL),CB,6-3,205,3,0.8351,Georgia Tech
NA,Josh Chandler,McKinley (Canton, OH),OLB,5-10.5,215,3,0.8350,West Virginia
NA,Anthony Manning,Lake Nona (Orlando, FL),WR,5-10,175,3,0.8349,Wake Forest
NA,Ronnie Bell,Park Hill (Kansas City, MO),WR,6-1,170,3,0.8349,Michigan
NA,Jehlani Galloway,Classical (Providence, RI),WR,6-1,175,3,0.8347,Boston College
NA,John Waller,Admiral Farragut Academy (Saint Petersburg, FL),DT,6-4,290,3,0.8346,USF
NA,Javonte Williams,Wallace-Rose Hill (Teachey, NC),RB,5-11,195,3,0.8344,North Carolina
NA,Patrick Keenan,Blake (Tampa, FL),SDE,6-6,210,3,0.8344,Marshall
NA,Brad Cumbest,East Central (Moss Point, MS),TE,6-5,237,3,0.8343,Mississippi State
NA,Aaron Morgan,Miami Carol City (Hallandale, FL),SDE,6-3.5,240,3,0.8343,Marshall
NA,Ryan Wright,California (San Ramon, CA),P,6-3,240,3,0.8342,Tulane
NA,Griffin McDowell,Lee County (Leesburg, GA),OC,6-4,280,3,0.8342,Florida
NA,Jabari James,Fort Bend Marshall (Missouri City, TX),ATH,6-0,170,3,0.8340,Tulsa
NA,Josh Madison,Newbury Park (Newbury Park, CA),ATH,5-11,200,3,0.8340,uncommitted
NA,Troy Ingle,American Heritage (Fort Lauderdale, FL),OT,6-5,280,3,0.8339,Western Kentucky
NA,Isaiah Tufaga,St Louis School (Honolulu, HI),S,6-0,199,3,0.8339,Oregon State
NA,Evan McPherson,Fort Payne (Fort Payne, AL),K,6-0,165,3,0.8339,Florida
NA,Cameron Gardner,Starkville (Starkville, MS),WR,6-4,215,3,0.8338,Mississippi State
NA,Jaiden Dockery,Lancaster (Lancaster, TX),S,6-0,195,3,0.8338,uncommitted
NA,Branson Deen,Lawrence Central (Indianapolis, IN),DT,6-3,255,3,0.8337,Purdue
NA,Jevon Jones,Allen (Allen, TX),CB,6-0,160,3,0.8337,Arkansas State
NA,Peace Addo,St. Frances Academy (Baltimore, MD),OT,6-6,295,3,0.8336,Duke
NA,Case Gatlin,IMG Academy (Bradenton, FL),OLB,6-4,220,3,0.8336,Texas Tech
NA,Jeremy Cooper,Mount Carmel (Mount Carmel, IL),OG,6-3,295,3,0.8336,Cincinnati
NA,Devin Jordan,Dillard (Fort Lauderdale, FL),OT,6-6,255,3,0.8336,Akron
NA,Quan Martin,Lehigh Senior (Lehigh Acres, FL),S,6-0,175,3,0.8336,Illinois
NA,Christian Trahan,Sulphur (Sulphur, LA),TE,6-3,238,3,0.8335,Houston
NA,TaMerik Williams,Angleton (Angleton, TX),RB,6-1,205,3,0.8335,SMU
NA,Cordel Littlejohn,Roswell (Roswell, GA),DUAL,6-4,190,3,0.8335,Florida Atlantic
NA,Ja'von Hicks,Colerain (Cincinnati, OH),WR,6-2,185,3,0.8335,Cincinnati
NA,Nate Bauer,Archbishop Hoban (Akron, OH),WR,6-1,185,3,0.8335,Toledo
NA,Aaron Allen,Ridge Point (Missouri City, TX),DUAL,6-0,175,3,0.8334,Louisiana Tech
NA,Mychal Austin,Apopka (Apopka, FL),SDE,6-1,250,3,0.8333,Chattanooga
NA,AJ Curry,Habersham Central (Mount Airy, GA),DUAL,6-4,200,3,0.8333,Western Carolina
NA,David Nwaogwugwu,Dewitt Clinton (Bronx, NY),SDE,6-6,245,3,0.8331,Temple
NA,Marje Smith,Marshall (Marshall, TX),WDE,6-6,205,3,0.8330,Baylor
NA,Caleb Okechukwu,St. John's College HS (Washington, DC),SDE,6-4,240,3,0.8329,Syracuse
NA,David Martin-Robinson,Hempfield (Landisville, PA),ATH,6-4,220,3,0.8328,Temple
NA,Josh Aune,Highland Park Senior (Saint Paul, MN),ATH,6-1,201,3,0.8328,Minnesota
NA,Justin Hall,Homewood-Flossmoor (Flossmoor, IL),APB,5-8,173,3,0.8328,Northern Illinois
NA,Antonio Gage,James Madison (Dallas, TX),ATH,6-0,170,3,0.8326,uncommitted
NA,Michael Fletcher,La Vega (Waco, TX),OT,6-6,290,3,0.8326,uncommitted
NA,Amare Jones,Heritage (Frisco, TX),ATH,5-9.5,186,3,0.8326,Tulane
NA,Nolan Johnson,Southwest Guilford (High Point, NC),CB,6-1.5,179,3,0.8326,East Carolina
NA,Kenny White,Pine-Richland (Gibsonia, PA),ATH,6-0,185,3,0.8326,uncommitted
NA,Kenny Wilkins,Bedford (Bedford, OH),RB,6-1,210,3,0.8326,Marshall
NA,Will Lawrence,Harding Academy of Memphis (Memphis, TN),OG,6-4,285,3,0.8326,Memphis
NA,Talik Keaton,Booker (Sarasota, FL),WR,6-1,175,3,0.8323,Marshall
NA,Kyle Wright,Ben Lippen School (Columbia, SC),ILB,6-1,220,3,0.8323,North Carolina
NA,Noah Pierre,Champagnat Catholic - Hialeah (Hialeah, FL),CB,5-10,170,3,0.8323,Indiana
NA,Titus Jones,Edna Karr (New Orleans, LA),OG,6-3,265,3,0.8322,Memphis
NA,Elijah Rodgers,Blacksburg (Blacksburg, SC),CB,6-1,170,3,0.8322,Indiana
NA,Derick Newton,Coffee (Douglas, GA),SDE,6-2,268,3,0.8322,Kansas State
NA,Zaire Taylor,O'Connor (Helotes, TX),CB,6-1,182,3,0.8321,Houston
NA,Jarvis Ware,Wekiva (Apopka, FL),CB,6-1,175,3,0.8321,Missouri
NA,Kemon Smith,Landry-Walker (Slidell, LA),DT,6-2,280,3,0.8319,uncommitted
NA,Hunter Pearson,Seneca (Seneca, SC),K,6-4,192,3,0.8318,Virginia
NA,Tyler Badie,Briarcrest Christian (Memphis, TN),APB,5-10,185,3,0.8316,Missouri
NA,Javon Foster,West Bloomfield (West Bloomfield, MI),OT,6-6,300,3,0.8316,Missouri
NA,Cole Ramseyer,Coeur d'Alene (Coeur D Alene, ID),TE,6-4,216,3,0.8316,Boise State
NA,Davarius Bargnare,Dr. Phillips (Orlando, FL),WR,5-11,165,3,0.8316,Georgia Southern
NA,Joseph Bonds,De La Salle Institute (Chicago, IL),OLB,6-3,210,3,0.8316,Northern Illinois
NA,Robert Mayo,Freedom (Chantilly, VA),WR,6-3,200,3,0.8315,Old Dominion
NA,Tola Banjoko,Episcopal (Alexandria, VA),DT,6-5,243,3,0.8315,Princeton
NA,Tyrese Heard,Teague (Teague, TX),S,6-0,180,3,0.8315,Texas State
NA,Jamarceon Jackson,Cedar Hill (Cedar Hill, TX),S,6-0,190,3,0.8315,uncommitted
NA,Syr Riley,Palisades (Pacific Palisades, CA),OG,6-3,323,3,0.8315,Washington State
NA,David Eure,Junipero Serra (Gardena, CA),CB,5-9,181,3,0.8315,uncommitted
NA,Jacoby Hopkins,Heights (Houston, TX),WR,6-0,191,3,0.8315,Texas State
